"g","t","x","y","a","b"
2,5,7.15566066093743,1,0.841119691424425,-3.12936309608079
2,6,4.46284348610789,1,0.841119691424425,-3.12936309608079
2,7,9.91838620044291,1,0.841119691424425,-3.12936309608079
2,8,4.84349524369463,1,0.841119691424425,-3.12936309608079
2,9,7.54820944508538,1,0.841119691424425,-3.12936309608079
2,10,5.11169783771038,1,0.841119691424425,-3.12936309608079
2,11,2.28658142732456,0,0.841119691424425,-3.12936309608079
2,12,5.7487219828181,1,0.841119691424425,-3.12936309608079
2,13,0.355405795853585,0,0.841119691424425,-3.12936309608079
2,14,9.28615199634805,1,0.841119691424425,-3.12936309608079
2,15,5.60900748008862,1,0.841119691424425,-3.12936309608079
2,16,9.85095223877579,1,0.841119691424425,-3.12936309608079
2,17,6.82788078673184,1,0.841119691424425,-3.12936309608079
2,18,2.38868677755818,0,0.841119691424425,-3.12936309608079
2,19,7.29309623362496,1,0.841119691424425,-3.12936309608079
2,20,1.75126768415794,0,0.841119691424425,-3.12936309608079
2,21,1.04987640399486,0,0.841119691424425,-3.12936309608079
2,22,6.14644971676171,1,0.841119691424425,-3.12936309608079
2,23,3.28777319053188,0,0.841119691424425,-3.12936309608079
2,24,5.00440972624347,1,0.841119691424425,-3.12936309608079
2,25,5.29630602803081,1,0.841119691424425,-3.12936309608079
2,26,2.77755932649598,0,0.841119691424425,-3.12936309608079
2,27,2.84790480975062,1,0.841119691424425,-3.12936309608079
2,28,4.462353233248,0,0.841119691424425,-3.12936309608079
2,29,8.80619034869596,1,0.841119691424425,-3.12936309608079
2,30,0.638084805104882,0,0.841119691424425,-3.12936309608079
2,31,7.23725946620107,1,0.841119691424425,-3.12936309608079
2,32,6.30414122482762,1,0.841119691424425,-3.12936309608079
2,33,8.56131664710119,1,0.841119691424425,-3.12936309608079
2,34,3.80493885604665,0,0.841119691424425,-3.12936309608079
2,35,6.44315762910992,1,0.841119691424425,-3.12936309608079
2,36,6.05303446529433,0,0.841119691424425,-3.12936309608079
2,37,2.93730155099183,0,0.841119691424425,-3.12936309608079
2,38,8.86450943304226,1,0.841119691424425,-3.12936309608079
2,39,8.77057543024421,1,0.841119691424425,-3.12936309608079
2,40,7.58103052387014,1,0.841119691424425,-3.12936309608079
2,41,9.43724818294868,1,0.841119691424425,-3.12936309608079
2,42,7.11743867723271,1,0.841119691424425,-3.12936309608079
2,43,1.00873126182705,1,0.841119691424425,-3.12936309608079
2,44,2.83232500310987,0,0.841119691424425,-3.12936309608079
2,45,1.10360604943708,0,0.841119691424425,-3.12936309608079
2,46,3.17963684443384,1,0.841119691424425,-3.12936309608079
2,47,2.67508207354695,0,0.841119691424425,-3.12936309608079
2,48,5.16796836396679,1,0.841119691424425,-3.12936309608079
2,49,1.81168327340856,0,0.841119691424425,-3.12936309608079
2,50,5.62782935798168,1,0.841119691424425,-3.12936309608079
3,1,7.63222689507529,1,-0.154584643918818,-0.232712730627354
3,2,8.18634688388556,0,-0.154584643918818,-0.232712730627354
3,3,6.49579460499808,1,-0.154584643918818,-0.232712730627354
3,4,9.53732650028542,0,-0.154584643918818,-0.232712730627354
3,5,2.62474110117182,0,-0.154584643918818,-0.232712730627354
3,6,3.22168056620285,0,-0.154584643918818,-0.232712730627354
3,7,9.23968471353874,0,-0.154584643918818,-0.232712730627354
3,8,2.57621260825545,0,-0.154584643918818,-0.232712730627354
3,9,4.1785625834018,1,-0.154584643918818,-0.232712730627354
3,10,3.47230677725747,0,-0.154584643918818,-0.232712730627354
3,11,3.74486864544451,0,-0.154584643918818,-0.232712730627354
3,12,3.90078933676705,0,-0.154584643918818,-0.232712730627354
3,13,6.89413412474096,0,-0.154584643918818,-0.232712730627354
3,14,4.29624407785013,0,-0.154584643918818,-0.232712730627354
3,15,3.06443258887157,0,-0.154584643918818,-0.232712730627354
3,16,9.10370304249227,0,-0.154584643918818,-0.232712730627354
3,17,4.15047625312582,0,-0.154584643918818,-0.232712730627354
3,18,4.28750370861962,0,-0.154584643918818,-0.232712730627354
3,19,4.60096445865929,1,-0.154584643918818,-0.232712730627354
3,20,7.61973861604929,1,-0.154584643918818,-0.232712730627354
3,21,4.70678497571498,0,-0.154584643918818,-0.232712730627354
3,22,4.84989680582657,0,-0.154584643918818,-0.232712730627354
3,23,2.47726832982153,0,-0.154584643918818,-0.232712730627354
3,24,3.72866708086804,1,-0.154584643918818,-0.232712730627354
3,25,5.23986077867448,0,-0.154584643918818,-0.232712730627354
3,26,2.77966029476374,1,-0.154584643918818,-0.232712730627354
3,27,7.02462512534112,0,-0.154584643918818,-0.232712730627354
3,28,0.644575387705117,1,-0.154584643918818,-0.232712730627354
3,29,6.20410033036023,0,-0.154584643918818,-0.232712730627354
3,30,0.622140523046255,0,-0.154584643918818,-0.232712730627354
3,31,3.81716351723298,0,-0.154584643918818,-0.232712730627354
3,32,2.98652542056516,0,-0.154584643918818,-0.232712730627354
3,33,2.57170021301135,0,-0.154584643918818,-0.232712730627354
3,34,4.77313709678128,1,-0.154584643918818,-0.232712730627354
3,35,0.277871224097908,0,-0.154584643918818,-0.232712730627354
3,36,8.80319068906829,0,-0.154584643918818,-0.232712730627354
3,37,0.479591316543519,0,-0.154584643918818,-0.232712730627354
3,38,3.21492120390758,0,-0.154584643918818,-0.232712730627354
3,39,1.32228172151372,0,-0.154584643918818,-0.232712730627354
3,40,2.26380796171725,0,-0.154584643918818,-0.232712730627354
3,41,9.81563460314646,0,-0.154584643918818,-0.232712730627354
3,42,5.06939497077838,0,-0.154584643918818,-0.232712730627354
3,43,0.991691031958908,0,-0.154584643918818,-0.232712730627354
3,44,0.504396595060825,1,-0.154584643918818,-0.232712730627354
3,45,6.73712232848629,0,-0.154584643918818,-0.232712730627354
3,46,4.92596120806411,0,-0.154584643918818,-0.232712730627354
3,47,3.75216530868784,1,-0.154584643918818,-0.232712730627354
3,48,1.76350713707507,1,-0.154584643918818,-0.232712730627354
3,49,0.684466371312737,0,-0.154584643918818,-0.232712730627354
3,50,1.41144325723872,0,-0.154584643918818,-0.232712730627354
4,1,0.831138978246599,0,1.50002880371391,-2.62126669479682
4,2,9.69208805356175,1,1.50002880371391,-2.62126669479682
4,3,6.64618249749765,1,1.50002880371391,-2.62126669479682
4,4,4.05689612729475,0,1.50002880371391,-2.62126669479682
4,5,8.55082356370986,1,1.50002880371391,-2.62126669479682
4,6,8.12305092345923,1,1.50002880371391,-2.62126669479682
4,7,2.67878128914163,1,1.50002880371391,-2.62126669479682
4,8,9.86311589134857,1,1.50002880371391,-2.62126669479682
4,9,3.99351106956601,1,1.50002880371391,-2.62126669479682
4,10,0.771516691893339,0,1.50002880371391,-2.62126669479682
4,11,4.42592467181385,1,1.50002880371391,-2.62126669479682
4,12,5.82205270184204,1,1.50002880371391,-2.62126669479682
4,13,9.8949983343482,1,1.50002880371391,-2.62126669479682
4,14,5.42130424408242,1,1.50002880371391,-2.62126669479682
4,15,6.76164050819352,1,1.50002880371391,-2.62126669479682
4,16,4.69250942347571,1,1.50002880371391,-2.62126669479682
4,17,3.6918946239166,1,1.50002880371391,-2.62126669479682
4,18,4.86149104312062,1,1.50002880371391,-2.62126669479682
4,19,7.84546229988337,1,1.50002880371391,-2.62126669479682
4,20,9.81018084799871,1,1.50002880371391,-2.62126669479682
4,21,8.47882149508223,1,1.50002880371391,-2.62126669479682
4,22,8.86458750581369,1,1.50002880371391,-2.62126669479682
4,23,1.09100963454694,0,1.50002880371391,-2.62126669479682
4,24,8.37416569236666,1,1.50002880371391,-2.62126669479682
4,25,5.87035141419619,1,1.50002880371391,-2.62126669479682
4,26,0.711540239863098,0,1.50002880371391,-2.62126669479682
4,27,6.9882453721948,1,1.50002880371391,-2.62126669479682
4,28,4.36931110452861,1,1.50002880371391,-2.62126669479682
4,29,9.28483226336539,1,1.50002880371391,-2.62126669479682
4,30,2.21813754411414,1,1.50002880371391,-2.62126669479682
4,31,3.33520805696025,1,1.50002880371391,-2.62126669479682
4,32,1.77194535732269,1,1.50002880371391,-2.62126669479682
4,33,4.29713366786018,1,1.50002880371391,-2.62126669479682
4,34,6.56162315513939,1,1.50002880371391,-2.62126669479682
4,35,2.32161148451269,1,1.50002880371391,-2.62126669479682
4,36,7.96836083987728,1,1.50002880371391,-2.62126669479682
4,37,1.13507706439123,1,1.50002880371391,-2.62126669479682
4,38,1.47322899661958,0,1.50002880371391,-2.62126669479682
4,39,9.25229935208336,1,1.50002880371391,-2.62126669479682
4,40,1.5485101705417,0,1.50002880371391,-2.62126669479682
4,41,6.59821025794372,1,1.50002880371391,-2.62126669479682
4,42,3.51573409279808,1,1.50002880371391,-2.62126669479682
4,43,6.58877609064803,1,1.50002880371391,-2.62126669479682
4,44,9.54378136899322,1,1.50002880371391,-2.62126669479682
4,45,9.43697054404765,1,1.50002880371391,-2.62126669479682
4,46,3.70357065927237,1,1.50002880371391,-2.62126669479682
4,47,0.11149508645758,1,1.50002880371391,-2.62126669479682
4,48,9.93749226210639,1,1.50002880371391,-2.62126669479682
4,49,7.47635063482448,1,1.50002880371391,-2.62126669479682
4,50,7.05859006382525,1,1.50002880371391,-2.62126669479682
5,1,4.34717640746385,1,0.486600476854091,-1.48989157704707
5,2,6.63010967662558,1,0.486600476854091,-1.48989157704707
5,3,3.44487393740565,1,0.486600476854091,-1.48989157704707
5,4,0.853110058233142,1,0.486600476854091,-1.48989157704707
5,5,8.38384066708386,1,0.486600476854091,-1.48989157704707
5,6,9.35712467646226,1,0.486600476854091,-1.48989157704707
5,7,3.78759440500289,1,0.486600476854091,-1.48989157704707
5,8,1.05050138663501,1,0.486600476854091,-1.48989157704707
5,9,7.39641745807603,1,0.486600476854091,-1.48989157704707
5,10,4.82169573195279,0,0.486600476854091,-1.48989157704707
5,11,0.415284289047122,0,0.486600476854091,-1.48989157704707
5,12,5.00850487267599,1,0.486600476854091,-1.48989157704707
5,13,2.64249049592763,0,0.486600476854091,-1.48989157704707
5,14,3.66563616320491,0,0.486600476854091,-1.48989157704707
5,15,1.23723565135151,0,0.486600476854091,-1.48989157704707
5,16,9.64317037956789,1,0.486600476854091,-1.48989157704707
5,17,3.70272380299866,1,0.486600476854091,-1.48989157704707
5,18,0.541904293932021,0,0.486600476854091,-1.48989157704707
5,19,5.78161916695535,0,0.486600476854091,-1.48989157704707
5,20,6.03792401496321,1,0.486600476854091,-1.48989157704707
5,21,1.6210908186622,0,0.486600476854091,-1.48989157704707
5,22,0.0193283474072814,0,0.486600476854091,-1.48989157704707
5,23,2.60929737240076,1,0.486600476854091,-1.48989157704707
5,24,7.15833283727989,1,0.486600476854091,-1.48989157704707
5,25,4.76188018452376,1,0.486600476854091,-1.48989157704707
5,26,4.60895179538056,0,0.486600476854091,-1.48989157704707
5,27,7.12540122447535,1,0.486600476854091,-1.48989157704707
5,28,1.17720612091944,0,0.486600476854091,-1.48989157704707
5,29,8.63630566513166,1,0.486600476854091,-1.48989157704707
5,30,4.97868051985279,1,0.486600476854091,-1.48989157704707
5,31,7.60313281789422,1,0.486600476854091,-1.48989157704707
5,32,8.49457093048841,0,0.486600476854091,-1.48989157704707
5,33,5.88419190375134,1,0.486600476854091,-1.48989157704707
5,34,1.89779917709529,0,0.486600476854091,-1.48989157704707
5,35,8.77578062238172,1,0.486600476854091,-1.48989157704707
5,36,0.227412241511047,1,0.486600476854091,-1.48989157704707
5,37,2.92948722839355,0,0.486600476854091,-1.48989157704707
5,38,3.99102555820718,1,0.486600476854091,-1.48989157704707
5,39,4.34030848555267,1,0.486600476854091,-1.48989157704707
5,40,8.46245752647519,1,0.486600476854091,-1.48989157704707
5,41,5.54177061188966,1,0.486600476854091,-1.48989157704707
5,42,6.58057553693652,1,0.486600476854091,-1.48989157704707
5,43,4.72234202548862,0,0.486600476854091,-1.48989157704707
5,44,4.02197062736377,0,0.486600476854091,-1.48989157704707
5,45,7.56644907407463,1,0.486600476854091,-1.48989157704707
5,46,8.74149660812691,1,0.486600476854091,-1.48989157704707
5,47,0.0812845537438989,0,0.486600476854091,-1.48989157704707
5,48,7.16589478775859,1,0.486600476854091,-1.48989157704707
5,49,6.46067276829854,1,0.486600476854091,-1.48989157704707
5,50,3.35320759797469,0,0.486600476854091,-1.48989157704707
6,1,3.8807848887518,1,1.45101280757682,-2.38923718171838
6,2,8.04390771314502,1,1.45101280757682,-2.38923718171838
6,3,9.57249888917431,1,1.45101280757682,-2.38923718171838
6,4,6.06440994655713,1,1.45101280757682,-2.38923718171838
6,5,3.36445357883349,1,1.45101280757682,-2.38923718171838
6,6,1.17197550134733,0,1.45101280757682,-2.38923718171838
6,7,3.70309785706922,1,1.45101280757682,-2.38923718171838
6,8,1.73652553465217,0,1.45101280757682,-2.38923718171838
6,9,3.97843627491966,1,1.45101280757682,-2.38923718171838
6,10,6.53349443105981,1,1.45101280757682,-2.38923718171838
6,11,1.97146713500842,1,1.45101280757682,-2.38923718171838
6,12,9.95965478708968,1,1.45101280757682,-2.38923718171838
6,13,5.61988092726097,1,1.45101280757682,-2.38923718171838
6,14,8.70805552927777,1,1.45101280757682,-2.38923718171838
6,15,0.110360709950328,1,1.45101280757682,-2.38923718171838
6,16,7.70653631538153,1,1.45101280757682,-2.38923718171838
6,17,0.940458888653666,0,1.45101280757682,-2.38923718171838
6,18,8.21162318112329,1,1.45101280757682,-2.38923718171838
6,19,6.54732875758782,1,1.45101280757682,-2.38923718171838
6,20,3.41809901176021,1,1.45101280757682,-2.38923718171838
6,21,9.07291416078806,1,1.45101280757682,-2.38923718171838
6,22,2.41579222260043,1,1.45101280757682,-2.38923718171838
6,23,2.80750213656574,0,1.45101280757682,-2.38923718171838
6,24,1.58395956736058,0,1.45101280757682,-2.38923718171838
6,25,2.52009797375649,1,1.45101280757682,-2.38923718171838
6,26,8.27717769658193,1,1.45101280757682,-2.38923718171838
6,27,6.67747627478093,1,1.45101280757682,-2.38923718171838
6,28,8.42589903390035,1,1.45101280757682,-2.38923718171838
6,29,3.48224401008338,0,1.45101280757682,-2.38923718171838
6,30,6.46679189987481,1,1.45101280757682,-2.38923718171838
6,31,5.96448455704376,1,1.45101280757682,-2.38923718171838
6,32,0.768970381468534,0,1.45101280757682,-2.38923718171838
6,33,9.62333308532834,1,1.45101280757682,-2.38923718171838
6,34,5.53475703578442,1,1.45101280757682,-2.38923718171838
6,35,7.78042529011145,1,1.45101280757682,-2.38923718171838
6,36,8.30245703924447,1,1.45101280757682,-2.38923718171838
6,37,4.79835794307292,1,1.45101280757682,-2.38923718171838
6,38,3.79872591467574,1,1.45101280757682,-2.38923718171838
6,39,8.14251750474796,1,1.45101280757682,-2.38923718171838
6,40,1.47481045220047,1,1.45101280757682,-2.38923718171838
6,41,9.75657349685207,1,1.45101280757682,-2.38923718171838
6,42,3.50625570164993,1,1.45101280757682,-2.38923718171838
6,43,9.50951009057462,1,1.45101280757682,-2.38923718171838
6,44,9.34760116506368,1,1.45101280757682,-2.38923718171838
6,45,5.3306060587056,1,1.45101280757682,-2.38923718171838
6,46,7.14717949740589,1,1.45101280757682,-2.38923718171838
6,47,1.52788141276687,0,1.45101280757682,-2.38923718171838
6,48,6.2665484752506,1,1.45101280757682,-2.38923718171838
6,49,8.51667639799416,1,1.45101280757682,-2.38923718171838
6,50,5.39462027838454,1,1.45101280757682,-2.38923718171838
7,1,4.85672106966376,1,0.0458630908456396,-2.65578185245044
7,2,8.57501537073404,0,0.0458630908456396,-2.65578185245044
7,3,3.14201829954982,0,0.0458630908456396,-2.65578185245044
7,4,4.51841513160616,0,0.0458630908456396,-2.65578185245044
7,5,0.978085375390947,0,0.0458630908456396,-2.65578185245044
7,6,6.89457366475835,0,0.0458630908456396,-2.65578185245044
7,7,9.0454664779827,0,0.0458630908456396,-2.65578185245044
7,8,9.32808704674244,0,0.0458630908456396,-2.65578185245044
7,9,7.92378755984828,0,0.0458630908456396,-2.65578185245044
7,10,0.307565710972995,0,0.0458630908456396,-2.65578185245044
7,11,6.85107505181804,1,0.0458630908456396,-2.65578185245044
7,12,6.75853760447353,0,0.0458630908456396,-2.65578185245044
7,13,3.61894184956327,0,0.0458630908456396,-2.65578185245044
7,14,5.67687397589907,0,0.0458630908456396,-2.65578185245044
7,15,1.93784071598202,0,0.0458630908456396,-2.65578185245044
7,16,7.51504168147221,0,0.0458630908456396,-2.65578185245044
7,17,3.71795737184584,0,0.0458630908456396,-2.65578185245044
7,18,0.583143925759941,0,0.0458630908456396,-2.65578185245044
7,19,3.56641406659037,0,0.0458630908456396,-2.65578185245044
7,20,9.13784642005339,0,0.0458630908456396,-2.65578185245044
7,21,3.69083623867482,0,0.0458630908456396,-2.65578185245044
7,22,7.68144550733268,0,0.0458630908456396,-2.65578185245044
7,23,8.28075018012896,0,0.0458630908456396,-2.65578185245044
7,24,5.01754825003445,0,0.0458630908456396,-2.65578185245044
7,25,3.62298283260316,0,0.0458630908456396,-2.65578185245044
7,26,2.98161529470235,0,0.0458630908456396,-2.65578185245044
7,27,7.70225355634466,0,0.0458630908456396,-2.65578185245044
7,28,1.43787280656397,0,0.0458630908456396,-2.65578185245044
7,29,5.97240485483781,0,0.0458630908456396,-2.65578185245044
7,30,3.86099633062258,0,0.0458630908456396,-2.65578185245044
7,31,0.117597347125411,0,0.0458630908456396,-2.65578185245044
7,32,0.794396931305528,0,0.0458630908456396,-2.65578185245044
7,33,8.20171616971493,0,0.0458630908456396,-2.65578185245044
7,34,4.24153526080772,0,0.0458630908456396,-2.65578185245044
7,35,7.89094472071156,0,0.0458630908456396,-2.65578185245044
7,36,9.70451730070636,0,0.0458630908456396,-2.65578185245044
7,37,9.29743205895647,0,0.0458630908456396,-2.65578185245044
7,38,7.50882187858224,0,0.0458630908456396,-2.65578185245044
7,39,6.48013445781544,0,0.0458630908456396,-2.65578185245044
7,40,4.23558418406174,0,0.0458630908456396,-2.65578185245044
7,41,9.42704762332141,0,0.0458630908456396,-2.65578185245044
7,42,7.24490575492382,0,0.0458630908456396,-2.65578185245044
7,43,1.20282255811617,0,0.0458630908456396,-2.65578185245044
7,44,4.38157397089526,0,0.0458630908456396,-2.65578185245044
7,45,0.274978789966553,0,0.0458630908456396,-2.65578185245044
7,46,4.22595157986507,0,0.0458630908456396,-2.65578185245044
7,47,0.047664453741163,0,0.0458630908456396,-2.65578185245044
7,48,9.0557726053521,0,0.0458630908456396,-2.65578185245044
7,49,2.625371592585,0,0.0458630908456396,-2.65578185245044
7,50,3.33605515072122,0,0.0458630908456396,-2.65578185245044
8,1,7.51221985556185,1,0.330681667698037,-1.38778182601087
8,2,7.14966212399304,1,0.330681667698037,-1.38778182601087
8,3,2.8347720974125,1,0.330681667698037,-1.38778182601087
8,4,0.863953751977533,0,0.330681667698037,-1.38778182601087
8,5,3.48740808898583,0,0.330681667698037,-1.38778182601087
8,6,6.09460863517597,1,0.330681667698037,-1.38778182601087
8,7,2.05230931984261,0,0.330681667698037,-1.38778182601087
8,8,4.7255811537616,0,0.330681667698037,-1.38778182601087
8,9,1.21471496298909,0,0.330681667698037,-1.38778182601087
8,10,4.96685219928622,0,0.330681667698037,-1.38778182601087
8,11,5.51263966830447,1,0.330681667698037,-1.38778182601087
8,12,4.42009785678238,1,0.330681667698037,-1.38778182601087
8,13,4.34900622116402,1,0.330681667698037,-1.38778182601087
8,14,9.61096282117069,1,0.330681667698037,-1.38778182601087
8,15,7.7714498527348,1,0.330681667698037,-1.38778182601087
8,16,8.66808582562953,1,0.330681667698037,-1.38778182601087
8,17,1.77949683042243,0,0.330681667698037,-1.38778182601087
8,18,5.65268977312371,0,0.330681667698037,-1.38778182601087
8,19,8.7591898906976,1,0.330681667698037,-1.38778182601087
8,20,4.7746321093291,0,0.330681667698037,-1.38778182601087
8,21,0.166122107766569,1,0.330681667698037,-1.38778182601087
8,22,6.3489483576268,1,0.330681667698037,-1.38778182601087
8,23,0.283929328434169,0,0.330681667698037,-1.38778182601087
8,24,2.0863397535868,1,0.330681667698037,-1.38778182601087
8,25,9.07249193172902,1,0.330681667698037,-1.38778182601087
8,26,7.30932883918285,1,0.330681667698037,-1.38778182601087
8,27,8.6251068697311,1,0.330681667698037,-1.38778182601087
8,28,6.20427925605327,1,0.330681667698037,-1.38778182601087
8,29,4.56141733797267,1,0.330681667698037,-1.38778182601087
8,30,1.77661752095446,0,0.330681667698037,-1.38778182601087
8,31,9.44410233525559,1,0.330681667698037,-1.38778182601087
8,32,5.17950570676476,0,0.330681667698037,-1.38778182601087
8,33,2.3726485366933,0,0.330681667698037,-1.38778182601087
8,34,8.06541827740148,1,0.330681667698037,-1.38778182601087
8,35,8.58687452971935,1,0.330681667698037,-1.38778182601087
8,36,9.70997145865113,1,0.330681667698037,-1.38778182601087
8,37,2.73255241801962,1,0.330681667698037,-1.38778182601087
8,38,3.47947468049824,1,0.330681667698037,-1.38778182601087
8,39,3.38623774936423,0,0.330681667698037,-1.38778182601087
8,40,3.5358579759486,0,0.330681667698037,-1.38778182601087
8,41,3.56947160093114,1,0.330681667698037,-1.38778182601087
8,42,3.83738204836845,1,0.330681667698037,-1.38778182601087
8,43,9.25323475850746,0,0.330681667698037,-1.38778182601087
8,44,2.4273299286142,1,0.330681667698037,-1.38778182601087
8,45,3.48946035839617,0,0.330681667698037,-1.38778182601087
8,46,7.4297241307795,0,0.330681667698037,-1.38778182601087
8,47,8.69657265022397,1,0.330681667698037,-1.38778182601087
8,48,2.20024403417483,0,0.330681667698037,-1.38778182601087
8,49,3.05696442024782,1,0.330681667698037,-1.38778182601087
8,50,6.99728766223416,0,0.330681667698037,-1.38778182601087
9,1,0.763594461604953,1,1.51775422653797,-2.25116458808798
9,2,9.56285735592246,1,1.51775422653797,-2.25116458808798
9,3,9.24366363789886,1,1.51775422653797,-2.25116458808798
9,4,2.38737003179267,1,1.51775422653797,-2.25116458808798
9,5,4.74060096777976,1,1.51775422653797,-2.25116458808798
9,6,0.392489600926638,0,1.51775422653797,-2.25116458808798
9,7,7.15567200211808,1,1.51775422653797,-2.25116458808798
9,8,9.46556748822331,1,1.51775422653797,-2.25116458808798
9,9,0.507859203498811,1,1.51775422653797,-2.25116458808798
9,10,2.17822452541441,1,1.51775422653797,-2.25116458808798
9,11,2.607038654387,1,1.51775422653797,-2.25116458808798
9,12,2.47894181171432,1,1.51775422653797,-2.25116458808798
9,13,0.21011842880398,0,1.51775422653797,-2.25116458808798
9,14,6.91801619483158,1,1.51775422653797,-2.25116458808798
9,15,0.627861295361072,0,1.51775422653797,-2.25116458808798
9,16,4.90028424886987,1,1.51775422653797,-2.25116458808798
9,17,7.23404312273487,1,1.51775422653797,-2.25116458808798
9,18,4.21446080552414,1,1.51775422653797,-2.25116458808798
9,19,8.13805783400312,1,1.51775422653797,-2.25116458808798
9,20,4.89742305828258,1,1.51775422653797,-2.25116458808798
9,21,2.58602296933532,1,1.51775422653797,-2.25116458808798
9,22,7.40976688219234,1,1.51775422653797,-2.25116458808798
9,23,3.32204946083948,0,1.51775422653797,-2.25116458808798
9,24,9.61853419896215,1,1.51775422653797,-2.25116458808798
9,25,4.92715835105628,1,1.51775422653797,-2.25116458808798
9,26,8.03119047079235,1,1.51775422653797,-2.25116458808798
9,27,5.81277578603476,1,1.51775422653797,-2.25116458808798
9,28,0.0131465657614172,0,1.51775422653797,-2.25116458808798
9,29,0.859519173391163,0,1.51775422653797,-2.25116458808798
9,30,3.35745624266565,1,1.51775422653797,-2.25116458808798
9,31,5.93595445388928,1,1.51775422653797,-2.25116458808798
9,32,0.0957179185934365,0,1.51775422653797,-2.25116458808798
9,33,8.31898988224566,1,1.51775422653797,-2.25116458808798
9,34,2.72780316416174,1,1.51775422653797,-2.25116458808798
9,35,2.25761834764853,1,1.51775422653797,-2.25116458808798
9,36,0.599002409726381,0,1.51775422653797,-2.25116458808798
9,37,0.729878859128803,0,1.51775422653797,-2.25116458808798
9,38,5.22461272310466,1,1.51775422653797,-2.25116458808798
9,39,6.9475334812887,1,1.51775422653797,-2.25116458808798
9,40,0.179577465169132,0,1.51775422653797,-2.25116458808798
9,41,1.57602083170786,0,1.51775422653797,-2.25116458808798
9,42,7.03941832529381,1,1.51775422653797,-2.25116458808798
9,43,3.25261015212163,0,1.51775422653797,-2.25116458808798
9,44,9.84820266254246,1,1.51775422653797,-2.25116458808798
9,45,8.93571288092062,1,1.51775422653797,-2.25116458808798
